,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,City,State,Region,Product ID,Category,Sub-Category,Sales,Quantity,Discount,Profit
228,108,2016-02-28,2016-03-04,Standard Class,104,Consumer,Columbia,Tennessee,South,211,Furniture,Chairs,161.568,2.0,0.2,-28.27440000000002
229,108,2016-02-28,2016-03-04,Standard Class,104,Consumer,Columbia,Tennessee,South,212,Furniture,Chairs,389.696,8.0,0.2,43.84079999999997
230,109,2015-09-13,2015-09-17,Standard Class,105,Corporate,Charlotte,North Carolina,South,213,Office Supplies,Binders,18.648000000000003,7.0,0.7,-12.431999999999999
233,110,2018-04-07,2018-04-12,Standard Class,37,Home Office,Tampa,Florida,South,213,Office Supplies,Binders,5.328000000000001,2.0,0.7,-3.5519999999999996
234,110,2018-04-07,2018-04-12,Standard Class,37,Home Office,Tampa,Florida,South,216,Furniture,Furnishings,258.072,3.0,0.2,0.0
236,111,2018-11-12,2018-11-16,Standard Class,106,Corporate,Santa Clara,California,West,218,Office Supplies,Paper,10.56,2.0,0.0,4.752
237,112,2017-06-04,2017-06-09,Second Class,107,Consumer,Chicago,Illinois,Central,219,Office Supplies,Paper,25.920000000000005,5.0,0.2,9.396
239,112,2017-06-04,2017-06-09,Second Class,107,Consumer,Chicago,Illinois,Central,221,Furniture,Furnishings,11.688,3.0,0.6,-4.6751999999999985
240,112,2017-06-04,2017-06-09,Second Class,107,Consumer,Chicago,Illinois,Central,222,Technology,Phones,31.983999999999998,2.0,0.2,11.194399999999998
242,112,2017-06-04,2017-06-09,Second Class,107,Consumer,Chicago,Illinois,Central,224,Furniture,Furnishings,4.0440000000000005,3.0,0.6,-2.8307999999999995
243,112,2017-06-04,2017-06-09,Second Class,107,Consumer,Chicago,Illinois,Central,182,Office Supplies,Art,7.408,2.0,0.2,1.2037999999999995
245,113,2015-06-01,2015-06-06,Second Class,108,Home Office,Lakeville,Minnesota,Central,225,Office Supplies,Storage,166.72,2.0,0.0,41.68000000000001
246,113,2015-06-01,2015-06-06,Second Class,108,Home Office,Lakeville,Minnesota,Central,226,Office Supplies,Paper,47.88,6.0,0.0,23.94
248,113,2015-06-01,2015-06-06,Second Class,108,Home Office,Lakeville,Minnesota,Central,180,Office Supplies,Paper,25.92,4.0,0.0,12.441600000000001
249,114,2017-12-10,2017-12-15,Second Class,109,Consumer,San Francisco,California,West,228,Furniture,Chairs,321.568,2.0,0.2,28.137200000000007
250,115,2017-09-11,2017-09-17,Standard Class,110,Consumer,San Diego,California,West,229,Office Supplies,Paper,7.61,1.0,0.0,3.5766999999999998
252,116,2017-12-10,2017-12-13,First Class,111,Consumer,New York City,New York,East,230,Office Supplies,Storage,80.58,6.0,0.0,22.562400000000004
254,117,2016-11-28,2016-12-04,Standard Class,112,Corporate,Chicago,Illinois,Central,224,Furniture,Furnishings,12.132000000000001,9.0,0.6,-8.492399999999998
255,117,2016-11-28,2016-12-04,Standard Class,112,Corporate,Chicago,Illinois,Central,232,Office Supplies,Storage,82.368,2.0,0.2,-19.562399999999997
256,117,2016-11-28,2016-12-04,Standard Class,112,Corporate,Chicago,Illinois,Central,146,Office Supplies,Storage,53.92,5.0,0.2,4.043999999999997
258,118,2018-12-01,2018-12-03,Second Class,113,Consumer,New York City,New York,East,234,Technology,Accessories,20.37,3.0,0.0,6.925800000000001
259,118,2018-12-01,2018-12-03,Second Class,113,Consumer,New York City,New York,East,235,Office Supplies,Storage,221.54999999999998,3.0,0.0,6.646500000000017
260,118,2018-12-01,2018-12-03,Second Class,113,Consumer,New York City,New York,East,236,Office Supplies,Binders,17.52,5.0,0.2,6.131999999999999
264,121,2017-06-06,2017-06-13,Standard Class,116,Consumer,Chicago,Illinois,Central,239,Technology,Phones,328.224,4.0,0.2,28.7196
265,122,2016-11-10,2016-11-15,Standard Class,117,Consumer,Brentwood,California,West,240,Technology,Accessories,79.9,2.0,0.0,35.156000000000006
266,123,2018-06-16,2018-06-20,Standard Class,118,Corporate,Chapel Hill,North Carolina,South,241,Office Supplies,Art,14.015999999999998,3.0,0.2,4.7303999999999995
267,124,2017-01-22,2017-01-28,Standard Class,38,Consumer,Morristown,New Jersey,East,242,Office Supplies,Fasteners,7.5600000000000005,6.0,0.0,0.3024
268,125,2018-12-09,2018-12-13,Standard Class,119,Corporate,Cincinnati,Ohio,East,243,Office Supplies,Storage,37.208,1.0,0.2,-7.441600000000001
269,125,2018-12-09,2018-12-13,Standard Class,119,Corporate,Cincinnati,Ohio,East,244,Office Supplies,Envelopes,57.576,3.0,0.2,21.591
271,127,2016-07-30,2016-07-31,First Class,66,Consumer,San Francisco,California,West,246,Technology,Accessories,209.92999999999998,7.0,0.0,92.36920000000002
272,127,2016-07-30,2016-07-31,First Class,66,Consumer,San Francisco,California,West,247,Furniture,Furnishings,5.28,3.0,0.0,2.3232000000000004
273,127,2016-07-30,2016-07-31,First Class,66,Consumer,San Francisco,California,West,248,Office Supplies,Binders,10.92,3.0,0.2,4.094999999999999
274,128,2018-09-16,2018-09-17,First Class,121,Corporate,Inglewood,California,West,249,Office Supplies,Paper,8.82,2.0,0.0,4.0572
275,128,2018-09-16,2018-09-17,First Class,121,Corporate,Inglewood,California,West,250,Office Supplies,Art,5.98,1.0,0.0,1.5548000000000002
276,129,2018-10-13,2018-10-17,Standard Class,122,Corporate,Philadelphia,Pennsylvania,East,251,Office Supplies,Paper,11.648000000000001,2.0,0.2,4.0768
277,129,2018-10-13,2018-10-17,Standard Class,122,Corporate,Philadelphia,Pennsylvania,East,252,Office Supplies,Paper,18.176,4.0,0.2,5.907199999999999
278,129,2018-10-13,2018-10-17,Standard Class,122,Corporate,Philadelphia,Pennsylvania,East,253,Office Supplies,Storage,59.712,6.0,0.2,5.9712
279,129,2018-10-13,2018-10-17,Standard Class,122,Corporate,Philadelphia,Pennsylvania,East,254,Office Supplies,Labels,24.839999999999996,3.0,0.2,8.694
283,132,2016-09-26,2016-10-02,Standard Class,14,Consumer,Portland,Oregon,West,258,Office Supplies,Paper,141.76,5.0,0.2,47.843999999999994
284,132,2016-09-26,2016-10-02,Standard Class,14,Consumer,Portland,Oregon,West,259,Technology,Accessories,239.80000000000004,5.0,0.2,47.95999999999999
285,132,2016-09-26,2016-10-02,Standard Class,14,Consumer,Portland,Oregon,West,260,Office Supplies,Paper,31.104000000000006,6.0,0.2,10.8864
287,133,2017-12-18,2017-12-20,Second Class,124,Corporate,Tamarac,Florida,South,166,Office Supplies,Appliances,194.52800000000002,2.0,0.2,24.315999999999974
289,134,2017-11-20,2017-11-24,Second Class,125,Home Office,Columbus,Ohio,East,263,Office Supplies,Fasteners,19.096,7.0,0.2,6.683599999999999
290,134,2017-11-20,2017-11-24,Second Class,125,Home Office,Columbus,Ohio,East,264,Office Supplies,Labels,18.496000000000002,8.0,0.2,6.2424
291,134,2017-11-20,2017-11-24,Second Class,125,Home Office,Columbus,Ohio,East,265,Technology,Accessories,255.98400000000004,2.0,0.2,54.39660000000001
293,135,2015-12-26,2015-12-28,First Class,126,Corporate,Colorado Springs,Colorado,West,267,Furniture,Furnishings,300.416,8.0,0.2,78.8592
294,135,2015-12-26,2015-12-28,First Class,126,Corporate,Colorado Springs,Colorado,West,268,Furniture,Chairs,230.35200000000003,3.0,0.2,20.155800000000013
295,135,2015-12-26,2015-12-28,First Class,126,Corporate,Colorado Springs,Colorado,West,269,Furniture,Furnishings,218.35200000000003,3.0,0.2,-24.5646
297,135,2015-12-26,2015-12-28,First Class,126,Corporate,Colorado Springs,Colorado,West,271,Office Supplies,Fasteners,27.552000000000003,3.0,0.2,9.298799999999996
298,136,2017-10-28,2017-11-03,Standard Class,63,Corporate,Belleville,New Jersey,East,272,Office Supplies,Paper,32.400000000000006,5.0,0.0,15.552000000000001
300,136,2017-10-28,2017-11-03,Standard Class,63,Corporate,Belleville,New Jersey,East,274,Office Supplies,Paper,56.91,3.0,0.0,27.316799999999997
301,136,2017-10-28,2017-11-03,Standard Class,63,Corporate,Belleville,New Jersey,East,275,Furniture,Furnishings,77.6,4.0,0.0,38.023999999999994
302,136,2017-10-28,2017-11-03,Standard Class,63,Corporate,Belleville,New Jersey,East,276,Office Supplies,Binders,14.28,1.0,0.0,6.5687999999999995
304,138,2016-05-04,2016-05-09,Second Class,127,Corporate,New York City,New York,East,278,Furniture,Furnishings,26.8,2.0,0.0,12.863999999999999
305,139,2015-12-30,2016-01-04,Standard Class,33,Corporate,Taylor,Michigan,Central,279,Office Supplies,Art,9.84,3.0,0.0,2.853599999999999
306,140,2015-06-01,2015-06-06,Standard Class,128,Home Office,Lakewood,New Jersey,East,280,Office Supplies,Binders,45.480000000000004,3.0,0.0,20.9208
307,140,2015-06-01,2015-06-06,Standard Class,128,Home Office,Lakewood,New Jersey,East,281,Office Supplies,Art,289.20000000000005,6.0,0.0,83.86799999999997
308,141,2018-04-15,2018-04-17,First Class,129,Consumer,Arlington,Virginia,South,282,Office Supplies,Art,4.89,1.0,0.0,2.0049
309,142,2017-09-12,2017-09-14,Second Class,130,Corporate,Arvada,Colorado,West,283,Furniture,Furnishings,15.136000000000003,4.0,0.2,3.594800000000001
310,142,2017-09-12,2017-09-14,Second Class,130,Corporate,Arvada,Colorado,West,284,Furniture,Chairs,466.76800000000003,2.0,0.2,52.51139999999998
311,142,2017-09-12,2017-09-14,Second Class,130,Corporate,Arvada,Colorado,West,285,Furniture,Furnishings,15.232,1.0,0.2,1.7135999999999978
312,142,2017-09-12,2017-09-14,Second Class,130,Corporate,Arvada,Colorado,West,286,Office Supplies,Labels,6.264,3.0,0.2,2.0358
313,143,2015-09-27,2015-10-03,Standard Class,131,Corporate,Hackensack,New Jersey,East,287,Furniture,Furnishings,87.53999999999999,3.0,0.0,37.6422
314,144,2015-08-09,2015-08-16,Standard Class,132,Corporate,Saint Petersburg,Florida,South,288,Technology,Phones,178.38400000000001,2.0,0.2,22.297999999999973
315,144,2015-08-09,2015-08-16,Standard Class,132,Corporate,Saint Petersburg,Florida,South,289,Office Supplies,Paper,15.552000000000003,3.0,0.2,5.4432
316,145,2015-12-28,2015-12-30,First Class,133,Corporate,Philadelphia,Pennsylvania,East,290,Office Supplies,Art,99.13600000000001,4.0,0.2,8.674399999999995
317,146,2015-11-04,2015-11-09,Standard Class,134,Home Office,New York City,New York,East,291,Furniture,Chairs,135.882,1.0,0.1,24.156800000000004
319,146,2015-11-04,2015-11-09,Standard Class,134,Home Office,New York City,New York,East,40,Technology,Phones,275.94,6.0,0.0,80.0226
321,146,2015-11-04,2015-11-09,Standard Class,134,Home Office,New York City,New York,East,123,Office Supplies,Storage,43.57,1.0,0.0,13.070999999999998
322,147,2015-09-19,2015-09-24,Standard Class,135,Corporate,Long Beach,California,West,294,Office Supplies,Fasteners,7.16,2.0,0.0,3.58
323,148,2017-04-23,2017-04-27,Standard Class,136,Corporate,Hesperia,California,West,270,Office Supplies,Binders,251.52,6.0,0.2,81.744
324,148,2017-04-23,2017-04-27,Standard Class,136,Corporate,Hesperia,California,West,295,Technology,Accessories,99.99,1.0,0.0,34.9965
325,149,2018-11-03,2018-11-05,Second Class,137,Corporate,Murfreesboro,Tennessee,South,296,Furniture,Furnishings,15.991999999999999,1.0,0.2,0.999499999999999
327,150,2017-08-30,2017-09-01,First Class,138,Consumer,Philadelphia,Pennsylvania,East,298,Office Supplies,Storage,54.224000000000004,2.0,0.2,3.3889999999999993
330,150,2017-08-30,2017-09-01,First Class,138,Consumer,Philadelphia,Pennsylvania,East,301,Office Supplies,Binders,37.76400000000001,6.0,0.7,-27.693600000000004
331,151,2017-04-25,2017-04-29,Second Class,139,Consumer,Philadelphia,Pennsylvania,East,302,Technology,Phones,82.8,2.0,0.4,-20.700000000000003
332,151,2017-04-25,2017-04-29,Second Class,139,Consumer,Philadelphia,Pennsylvania,East,303,Office Supplies,Binders,20.724000000000004,2.0,0.7,-13.815999999999995
333,151,2017-04-25,2017-04-29,Second Class,139,Consumer,Philadelphia,Pennsylvania,East,304,Office Supplies,Binders,4.896000000000001,3.0,0.7,-3.427199999999999
334,152,2016-09-01,2016-09-04,Second Class,140,Consumer,Los Angeles,California,West,305,Office Supplies,Binders,4.752000000000001,1.0,0.2,1.6037999999999997
336,152,2016-09-01,2016-09-04,Second Class,140,Consumer,Los Angeles,California,West,307,Office Supplies,Binders,14.368000000000002,4.0,0.2,4.489999999999998
337,153,2015-07-12,2015-07-17,Standard Class,141,Corporate,San Francisco,California,West,308,Office Supplies,Binders,7.712000000000001,2.0,0.2,2.7956000000000003
339,154,2016-06-22,2016-06-26,Second Class,107,Consumer,Layton,Utah,West,310,Office Supplies,Fasteners,4.96,4.0,0.0,2.3312
340,155,2015-04-13,2015-04-17,Second Class,63,Corporate,Philadelphia,Pennsylvania,East,311,Office Supplies,Art,17.856,4.0,0.2,1.1159999999999979
344,156,2016-12-20,2016-12-24,Standard Class,79,Consumer,Austin,Texas,Central,17,Office Supplies,Storage,88.80000000000001,4.0,0.2,-2.220000000000013
345,157,2018-06-15,2018-06-19,Standard Class,142,Consumer,San Francisco,California,West,125,Technology,Phones,47.976,3.0,0.2,4.797600000000003
346,158,2018-07-08,2018-07-12,Standard Class,143,Consumer,Lowell,Massachusetts,East,183,Office Supplies,Art,7.5600000000000005,3.0,0.0,3.0996000000000006
347,158,2018-07-08,2018-07-12,Standard Class,143,Consumer,Lowell,Massachusetts,East,33,Office Supplies,Paper,24.56,2.0,0.0,11.543199999999999
348,158,2018-07-08,2018-07-12,Standard Class,143,Consumer,Lowell,Massachusetts,East,313,Office Supplies,Art,12.96,2.0,0.0,4.1472
349,159,2017-09-01,2017-09-03,First Class,144,Home Office,New York City,New York,East,234,Technology,Accessories,6.79,1.0,0.0,2.3086
350,159,2017-09-01,2017-09-03,First Class,144,Home Office,New York City,New York,East,314,Office Supplies,Paper,24.56,2.0,0.0,11.543199999999999
351,159,2017-09-01,2017-09-03,First Class,144,Home Office,New York City,New York,East,315,Office Supplies,Binders,3.048,1.0,0.2,1.0668
352,159,2017-09-01,2017-09-03,First Class,144,Home Office,New York City,New York,East,314,Office Supplies,Paper,49.12,4.0,0.0,23.086399999999998
354,160,2017-04-08,2017-04-13,Standard Class,145,Consumer,New York City,New York,East,317,Furniture,Bookcases,388.70400000000006,6.0,0.2,-4.858800000000002
355,160,2017-04-08,2017-04-13,Standard Class,145,Consumer,New York City,New York,East,318,Office Supplies,Envelopes,8.26,2.0,0.0,3.7996
356,160,2017-04-08,2017-04-13,Standard Class,145,Consumer,New York City,New York,East,319,Office Supplies,Art,17.04,4.0,0.0,6.9864
357,160,2017-04-08,2017-04-13,Standard Class,145,Consumer,New York City,New York,East,320,Office Supplies,Paper,34.4,5.0,0.0,15.823999999999998
358,161,2017-04-23,2017-04-28,Standard Class,96,Corporate,Charlotte,North Carolina,South,187,Office Supplies,Paper,36.24000000000001,5.0,0.2,11.324999999999996
360,162,2018-03-08,2018-03-11,First Class,146,Corporate,Columbus,Georgia,South,322,Office Supplies,Labels,20.7,2.0,0.0,9.936
361,163,2018-09-25,2018-10-01,Standard Class,147,Consumer,New York City,New York,East,322,Office Supplies,Labels,20.7,2.0,0.0,9.936
362,163,2018-09-25,2018-10-01,Standard Class,147,Consumer,New York City,New York,East,323,Furniture,Chairs,488.646,3.0,0.1,86.8704
363,163,2018-09-25,2018-10-01,Standard Class,147,Consumer,New York City,New York,East,324,Office Supplies,Art,5.56,2.0,0.0,1.4455999999999998
364,163,2018-09-25,2018-10-01,Standard Class,147,Consumer,New York City,New York,East,325,Furniture,Furnishings,47.12,8.0,0.0,20.7328
365,164,2015-09-24,2015-09-29,Standard Class,148,Consumer,San Francisco,California,West,45,Office Supplies,Storage,211.96,4.0,0.0,8.478399999999993
366,165,2017-10-21,2017-10-21,Same Day,149,Corporate,Manchester,Connecticut,East,326,Office Supplies,Binders,23.2,4.0,0.0,10.44
367,165,2017-10-21,2017-10-21,Same Day,149,Corporate,Manchester,Connecticut,East,327,Office Supplies,Supplies,7.36,2.0,0.0,0.14719999999999978
368,165,2017-10-21,2017-10-21,Same Day,149,Corporate,Manchester,Connecticut,East,328,Office Supplies,Storage,104.79,7.0,0.0,29.341200000000008
370,166,2018-05-29,2018-06-04,Standard Class,150,Consumer,Harlingen,Texas,Central,329,Office Supplies,Paper,25.920000000000005,5.0,0.2,9.396
371,166,2018-05-29,2018-06-04,Standard Class,150,Consumer,Harlingen,Texas,Central,330,Office Supplies,Storage,53.42400000000001,3.0,0.2,4.674600000000002
372,167,2015-07-23,2015-07-27,Standard Class,151,Consumer,Tucson,Arizona,West,304,Office Supplies,Binders,8.160000000000002,5.0,0.7,-5.712
374,167,2015-07-23,2015-07-27,Standard Class,151,Consumer,Tucson,Arizona,West,332,Office Supplies,Art,9.24,1.0,0.2,0.9239999999999999
376,168,2017-09-28,2017-10-01,First Class,152,Corporate,Quincy,Illinois,Central,334,Office Supplies,Paper,99.13600000000001,4.0,0.2,30.979999999999993
379,170,2016-04-28,2016-05-05,Standard Class,154,Consumer,Houston,Texas,Central,337,Office Supplies,Storage,23.832,3.0,0.2,2.6810999999999954
381,171,2017-10-28,2017-10-29,First Class,155,Corporate,San Francisco,California,West,339,Office Supplies,Paper,50.96,7.0,0.0,25.48
382,171,2017-10-28,2017-10-29,First Class,155,Corporate,San Francisco,California,West,340,Office Supplies,Binders,49.536,3.0,0.2,17.3376
383,172,2016-06-26,2016-06-29,Second Class,156,Corporate,Taylor,Michigan,Central,341,Technology,Accessories,41.9,2.0,0.0,8.799
385,173,2016-11-27,2016-12-02,Standard Class,157,Consumer,Pembroke Pines,Florida,South,343,Technology,Accessories,83.97600000000001,3.0,0.2,-1.049700000000005
387,174,2016-12-03,2016-12-07,Standard Class,158,Corporate,Philadelphia,Pennsylvania,East,345,Furniture,Furnishings,2.9600000000000004,1.0,0.2,0.7770000000000002
388,175,2015-11-24,2015-11-26,First Class,159,Consumer,Cincinnati,Ohio,East,346,Office Supplies,Art,2.624,1.0,0.2,0.4263999999999998
389,176,2018-12-11,2018-12-15,Standard Class,160,Consumer,New York City,New York,East,347,Office Supplies,Binders,23.36,4.0,0.2,7.883999999999999
390,176,2018-12-11,2018-12-15,Standard Class,160,Consumer,New York City,New York,East,84,Technology,Accessories,39.98,2.0,0.0,13.593199999999996
391,177,2015-09-21,2015-09-23,Second Class,161,Consumer,Des Moines,Washington,West,348,Technology,Phones,246.38400000000001,2.0,0.2,27.718199999999968
394,179,2018-06-30,2018-07-05,Standard Class,163,Home Office,Las Vegas,Nevada,West,351,Office Supplies,Binders,75.792,3.0,0.2,25.57979999999999
395,180,2018-10-17,2018-10-19,Second Class,164,Corporate,Warwick,Rhode Island,East,352,Office Supplies,Storage,49.96,2.0,0.0,9.492399999999996
396,180,2018-10-17,2018-10-19,Second Class,164,Corporate,Warwick,Rhode Island,East,353,Office Supplies,Paper,12.96,2.0,0.0,6.2208000000000006
397,181,2016-10-31,2016-11-04,Standard Class,6,Home Office,Jackson,Michigan,Central,354,Office Supplies,Supplies,70.12,4.0,0.0,21.035999999999994
398,182,2017-09-08,2017-09-10,Second Class,165,Consumer,Houston,Texas,Central,355,Office Supplies,Storage,35.952000000000005,3.0,0.2,3.5951999999999984
401,182,2017-09-08,2017-09-10,Second Class,165,Consumer,Houston,Texas,Central,357,Technology,Accessories,57.584,2.0,0.2,0.7197999999999993
402,183,2015-12-24,2015-12-26,First Class,166,Consumer,Miami,Florida,South,358,Office Supplies,Paper,9.568000000000001,2.0,0.2,3.4684
403,184,2015-04-16,2015-04-20,Standard Class,70,Corporate,Wilmington,North Carolina,South,359,Office Supplies,Art,39.072,6.0,0.2,9.768
404,185,2018-12-24,2018-12-29,Standard Class,167,Consumer,New York City,New York,East,360,Office Supplies,Appliances,35.910000000000004,3.0,0.0,9.695699999999999
405,186,2018-12-08,2018-12-12,Standard Class,168,Consumer,San Francisco,California,West,357,Technology,Accessories,179.95000000000002,5.0,0.0,37.789500000000004
407,186,2018-12-08,2018-12-12,Standard Class,168,Consumer,San Francisco,California,West,362,Office Supplies,Paper,27.15,5.0,0.0,13.3035
